author;author_type;url;location;deal_type;accommodation_type;floor;floors_count;rooms_count;total_meters;price;district;street;house_number;underground;residential_complex
ID 18094890;homeowner;https://podolsk.cian.ru/sale/flat/308181666/;Подольск;sale;flat;2;5;1;30.0;4550000;; Садовая;22;Подольск;
Камелот;real_estate_agent;https://podolsk.cian.ru/sale/flat/308364231/;Подольск;sale;flat;2;5;1;35.4;3900000;;проспект 50 лет Октября;28;Подольск;
РАЗВИТИЕ;developer;https://podolsk.cian.ru/sale/flat/297230219/;Подольск;sale;flat;10;22;2;66.63;10021152;; Садовая;3к1;Силикатная;Арт-квартал Онегин
ID 79190597;homeowner;https://podolsk.cian.ru/sale/flat/298409779/;Подольск;sale;flat;10;21;1;40.0;9000000;;проезд Тарутинский;1;Подольск;Бородино
Наталья Ворожейкина;realtor;https://podolsk.cian.ru/sale/flat/308450803/;Подольск;sale;flat;3;9;1;34.0;5100000;;Красногвардейский бульвар;37;Подольск;
РАЗВИТИЕ;developer;https://podolsk.cian.ru/sale/flat/305756700/;Подольск;sale;flat;16;22;1;52.97;8416933;; Садовая;3к1;Силикатная;Арт-квартал Онегин
Самолет Плюс Москва;real_estate_agent;https://podolsk.cian.ru/sale/flat/307673348/;Подольск;sale;flat;5;5;1;30.4;4200000;;Пионерская ;18;Подольск;
;;https://podolsk.cian.ru/sale/flat/306563347/;Подольск;sale;flat;14;17;2;64.62;9650997;; Советская;18к1;Подольск;Мессиер 18
PORTAL ESTATE;real_estate_agent;https://podolsk.cian.ru/sale/flat/301343313/;Подольск;sale;flat;8;9;1;29.0;5000000;; Большая Серпуховская;14;Подольск;
Владис;real_estate_agent;https://podolsk.cian.ru/sale/flat/305838203/;Подольск;sale;flat;1;15;1;36.4;4999900;; Кирова;76к2;Подольск;
;;https://podolsk.cian.ru/sale/flat/306563491/;Подольск;sale;flat;13;17;2;64.62;9650997;; Советская;18к2;Подольск;Мессиер 18
Анна Семёнова;realtor;https://podolsk.cian.ru/sale/flat/308266494/;Подольск;sale;flat;8;18;1;37.0;7000000;;Рязановское шоссе;19;Силикатная;Рязановский
Самолет Плюс Москва;real_estate_agent;https://podolsk.cian.ru/sale/flat/308554478/;Подольск;sale;flat;8;18;1;37.1;6500000;;проезд Электромонтажный;11;Подольск;Южный
;;https://podolsk.cian.ru/sale/flat/306563566/;Подольск;sale;flat;6;17;2;68.35;10208072;; Советская;18к2;Подольск;Мессиер 18
Любовь Корягина;realtor;https://podolsk.cian.ru/sale/flat/308564653/;Подольск;sale;flat;4;5;2;48.7;7050000;; Ватутина;26/8;Подольск;
Николай Поляков;realtor;https://podolsk.cian.ru/sale/flat/294176151/;Подольск;sale;flat;5;5;1;32.0;4200000;; Советская;3;Подольск;
;;https://podolsk.cian.ru/sale/flat/306563557/;Подольск;sale;flat;5;17;1;47.84;7415200;; Советская;18к2;Подольск;Мессиер 18
Самолет Плюс;real_estate_agent;https://podolsk.cian.ru/sale/flat/307248910/;Подольск;sale;flat;3;9;1;33.1;4800000;; 43-й Армии;3;Подольск;
Офис на Серпуховской;real_estate_agent;https://podolsk.cian.ru/sale/flat/303071283/;Подольск;sale;flat;3;5;2;43.7;4700000;; Садовая;30;Подольск;
;;https://podolsk.cian.ru/sale/flat/306563413/;Подольск;sale;flat;3;17;2;72.82;10558900;; Советская;18к1;Подольск;Мессиер 18
Астория;real_estate_agent;https://podolsk.cian.ru/sale/flat/307197132/;Подольск;sale;flat;1;2;2;45.7;4400000;; Подольских Курсантов;13;Подольск;
ЭТАЖИ Подольск;real_estate_agent;https://podolsk.cian.ru/sale/flat/308302023/;Подольск;sale;flat;6;14;2;55.0;7299000;; Генерала Смирнова;3;Подольск;
;;https://podolsk.cian.ru/sale/flat/306563507/;Подольск;sale;flat;15;17;1;49.16;7619800;; Советская;18к2;Подольск;Мессиер 18
ИНКОМ-Недвижимость;real_estate_agent;https://podolsk.cian.ru/sale/flat/301562685/;Подольск;sale;flat;3;3;1;37.0;4500000;;Осенний проезд;1;Подольск;
ID 501289;unknown;https://podolsk.cian.ru/sale/flat/307216218/;Подольск;sale;flat;2;5;1;18.0;2970000;; Заводская;14;Подольск;
;;https://podolsk.cian.ru/sale/flat/306563539/;Подольск;sale;flat;2;17;2;60.6;9050610;; Советская;18к2;Подольск;Мессиер 18
Самолет Плюс Москва;real_estate_agent;https://podolsk.cian.ru/sale/flat/297041950/;Подольск;sale;flat;14;16;1;35.8;5990000;; Кирова;7;Подольск;
Астория;real_estate_agent;https://podolsk.cian.ru/sale/flat/303461143/;Подольск;sale;flat;5;8;1;12.5;2800000;;Октябрьский проспект;9а;Подольск;
;;https://podolsk.cian.ru/sale/flat/306563449/;Подольск;sale;flat;9;17;2;68.35;10208072;; Советская;18к1;Подольск;Мессиер 18
Самолет Плюс Москва;real_estate_agent;https://podolsk.cian.ru/sale/flat/308064452/;Подольск;sale;flat;2;2;2;48.5;5600000;; Суворова;10;Силикатная;
ВемИнвест;real_estate_agent;https://podolsk.cian.ru/sale/flat/307958107/;Подольск;sale;flat;9;14;1;33.0;6300000;;бульвар Бородинский;12;Подольск;Бородино
;;https://podolsk.cian.ru/sale/flat/306563400/;Подольск;sale;flat;2;17;1;47.84;7415200;; Советская;18к1;Подольск;Мессиер 18
Светлана Белявская;realtor;https://podolsk.cian.ru/sale/flat/308239791/;Подольск;sale;flat;9;10;1;30.2;6100000;;Высотная ;27/14;Подольск;
Exclusive;real_estate_agent;https://podolsk.cian.ru/sale/flat/308347922/;Подольск;sale;flat;1;1;2;39.0;5000000;;проспект Юных Ленинцев;12/1;Силикатная;
;;https://podolsk.cian.ru/sale/flat/306563399/;Подольск;sale;flat;2;17;1;49.98;7746900;; Советская;18к1;Подольск;Мессиер 18
Мосриэлти;real_estate_agent;https://podolsk.cian.ru/sale/flat/302244983/;Подольск;sale;flat;5;18;1;33.8;4160000;; Серпуховская;3А;Подольск;Дом на Серпуховской
Самолет Плюс;real_estate_agent;https://podolsk.cian.ru/sale/flat/306056120/;Подольск;sale;flat;6;14;1;38.6;6500000;;Тепличная ;10;Силикатная;
;;https://podolsk.cian.ru/sale/flat/306563490/;Подольск;sale;flat;13;17;1;51.3;7951500;; Советская;18к2;Подольск;Мессиер 18
Наталья Путятова;realtor;https://podolsk.cian.ru/sale/flat/300023829/;Подольск;sale;flat;2;4;1;37.0;6200000;;Революционный проспект;16а;Подольск;
PORTAL ESTATE;real_estate_agent;https://podolsk.cian.ru/sale/flat/305577764/;Подольск;sale;flat;8;9;2;44.6;5200000;; Маштакова;4А;Подольск;
;;https://podolsk.cian.ru/sale/flat/306563403/;Подольск;sale;flat;2;17;2;71.56;10376200;; Советская;18к1;Подольск;Мессиер 18
Александр Агибалов;realtor;https://podolsk.cian.ru/sale/flat/308461896/;Подольск;sale;flat;4;5;2;45.0;6300000;;Московская ;5;Силикатная;
ЭТАЖИ Подольск;real_estate_agent;https://podolsk.cian.ru/sale/flat/297646815/;Подольск;sale;flat;3;3;1;31.1;3600000;;проезд Садовый;2;Подольск;
;;https://podolsk.cian.ru/sale/flat/306563463/;Подольск;sale;flat;10;17;2;72.71;10542950;; Советская;18к2;Подольск;Мессиер 18
Самолет Плюс Москва;real_estate_agent;https://podolsk.cian.ru/sale/flat/305315286/;Подольск;sale;flat;4;14;1;38.7;5800000;; Академика Доллежаля;22;Подольск;
Самолет Плюс Москва;real_estate_agent;https://podolsk.cian.ru/sale/flat/304119135/;Подольск;sale;flat;1;3;1;36.6;5500000;;Осенний проезд;1;Подольск;
;;https://podolsk.cian.ru/sale/flat/306563315/;Подольск;sale;flat;11;17;2;77.02;11167900;; Советская;18к1;Подольск;Мессиер 18
Самолет Плюс Просторы;real_estate_agent;https://podolsk.cian.ru/sale/flat/306653054/;Подольск;sale;flat;5;14;1;38.3;6000000;; Академика Доллежаля;18;Подольск;
Астория;real_estate_agent;https://podolsk.cian.ru/sale/flat/307874413/;Подольск;sale;flat;3;9;1;12.6;2999000;;Октябрьский проспект;9а;Подольск;
;;https://podolsk.cian.ru/sale/flat/306563576/;Подольск;sale;flat;7;17;2;76.37;11073650;; Советская;18к2;Подольск;Мессиер 18
Астория;real_estate_agent;https://podolsk.cian.ru/sale/flat/301082827/;Подольск;sale;flat;5;5;1;31.7;4200000;; Свердлова;52Б;Подольск;
Самолет Плюс Москва;real_estate_agent;https://podolsk.cian.ru/sale/flat/297263975/;Подольск;sale;flat;2;5;2;45.8;6100000;;Парковая ;11Б;Подольск;
;;https://podolsk.cian.ru/sale/flat/306563534/;Подольск;sale;flat;17;17;2;74.79;10769760;; Советская;18к2;Подольск;Мессиер 18
Виктория Колотовкина;realtor;https://podolsk.cian.ru/sale/flat/306480947/;Подольск;sale;flat;1;9;1;33.0;4500000;;Красногвардейский бульвар;33;Подольск;
Император;real_estate_agent;https://podolsk.cian.ru/sale/flat/298160880/;Подольск;sale;flat;9;9;1;28.0;4600000;; Клемента Готвальда;17;Подольск;
;;https://podolsk.cian.ru/sale/flat/306563488/;Подольск;sale;flat;12;17;2;77.02;11167900;; Советская;18к2;Подольск;Мессиер 18
Регион;real_estate_agent;https://podolsk.cian.ru/sale/flat/306370222/;Подольск;sale;flat;3;5;1;35.0;4500000;; Ватутина;32;Подольск;
Кристина Захарова;realtor;https://podolsk.cian.ru/sale/flat/308333803/;Подольск;sale;flat;4;5;1;30.0;4450000;; Большая Серпуховская;56;Подольск;
;;https://podolsk.cian.ru/sale/flat/306563546/;Подольск;sale;flat;3;17;2;61.86;9238791;; Советская;18к2;Подольск;Мессиер 18
ГорНедвижимость;real_estate_agent;https://podolsk.cian.ru/sale/flat/303193294/;Подольск;sale;flat;5;5;2;43.6;5700000;;Сосновая ;10а;Подольск;
ГОРОБМЕН;real_estate_agent;https://podolsk.cian.ru/sale/flat/308179228/;Подольск;sale;flat;8;9;2;45.0;6800000;; Большая Зеленовская;6;Подольск;
;;https://podolsk.cian.ru/sale/flat/306563415/;Подольск;sale;flat;4;17;2;69.15;10026750;; Советская;18к1;Подольск;Мессиер 18
Император;real_estate_agent;https://podolsk.cian.ru/sale/flat/297123600/;Подольск;sale;flat;3;5;1;39.8;6100000;;Революционный проспект;2/14;Подольск;
Павел Борисов;realtor;https://podolsk.cian.ru/sale/flat/308079613/;Подольск;sale;flat;10;17;1;43.7;7000000;;Юбилейная ;2а;Подольск;Фетищево
Самолет Плюс;real_estate_agent;https://podolsk.cian.ru/sale/flat/306672194/;Подольск;sale;flat;2;14;1;38.7;5700000;; Академика Доллежаля;22;Подольск;
Астория;real_estate_agent;https://podolsk.cian.ru/sale/flat/305603613/;Подольск;sale;flat;5;5;1;18.6;3300000;; Заводская;14;Подольск;
Самолет Плюс;real_estate_agent;https://podolsk.cian.ru/sale/flat/304315847/;Подольск;sale;flat;8;9;2;51.7;6925000;;Сосновая ;8а;Подольск;
ИНКОМ-Недвижимость;real_estate_agent;https://podolsk.cian.ru/sale/flat/306480634/;Подольск;sale;flat;13;17;1;37.8;6700000;; Ульяновых;31;Подольск;Парковый
Камелот;real_estate_agent;https://podolsk.cian.ru/sale/flat/306144722/;Подольск;sale;flat;2;3;1;25.3;3790000;;Осенний проезд;1;Подольск;
Ольга Павлова;realtor;https://podolsk.cian.ru/sale/flat/306948255/;Подольск;sale;flat;1;18;1;38.7;5200000;;проезд Электромонтажный;9;Подольск;Южный
ЭТАЖИ Подольск;real_estate_agent;https://podolsk.cian.ru/sale/flat/308564255/;Подольск;sale;flat;3;5;1;30.7;5400000;; Кирова;41;Подольск;
Эстета;real_estate_agent;https://podolsk.cian.ru/sale/flat/284364368/;Подольск;sale;flat;4;5;2;43.3;4500000;;проезд Садовый;3;Подольск;
Оксана Александрова;realtor;https://podolsk.cian.ru/sale/flat/268223265/;Подольск;sale;flat;4;5;2;45.0;5500000;;Высотная ;3а;Подольск;
Самолет Плюс Москва;real_estate_agent;https://podolsk.cian.ru/sale/flat/308302378/;Подольск;sale;flat;4;5;1;32.3;4900000;; Свердлова;41;Подольск;
Самолет Плюс Москва;real_estate_agent;https://podolsk.cian.ru/sale/flat/304119124/;Подольск;sale;flat;4;5;1;30.1;4500000;;Высотная ;9;Подольск;
Астория;real_estate_agent;https://podolsk.cian.ru/sale/flat/308310249/;Подольск;sale;flat;1;5;1;13.2;3300000;; Заводская;14;Подольск;
Триумф;real_estate_agent;https://podolsk.cian.ru/sale/flat/291654560/;Подольск;sale;flat;12;17;1;34.0;6000000;; Генерала Варенникова;2;Подольск;
Лариса Маргиева;realtor;https://podolsk.cian.ru/sale/flat/305808120/;Подольск;sale;flat;3;17;1;56.4;5900000;; Серпуховская;3А;Подольск;Дом на Серпуховской
Самолет Плюс Москва;real_estate_agent;https://podolsk.cian.ru/sale/flat/305376957/;Подольск;sale;flat;3;9;1;32.0;5890000;;проспект Ленина;150А;Подольск;
ДНВ Недвижимость офис Западный;real_estate_agent;https://podolsk.cian.ru/sale/flat/298455698/;Подольск;sale;flat;4;9;1;37.0;6100000;; Советская;1;Подольск;
СмениКварти.Ру;real_estate_agent;https://podolsk.cian.ru/sale/flat/308558904/;Подольск;sale;flat;1;9;2;48.4;6700000;; Свердлова;15;Подольск;
Самолет Плюс Москва;real_estate_agent;https://podolsk.cian.ru/sale/flat/306266460/;Подольск;sale;flat;9;9;1;30.9;5000000;;Бородинская ;22;Подольск;
АРТ;real_estate_agent;https://podolsk.cian.ru/sale/flat/300223257/;Подольск;sale;flat;3;5;1;31.6;3980000;; Садовая;16;Подольск;
Наталья Дерун;realtor;https://podolsk.cian.ru/sale/flat/307713113/;Подольск;sale;flat;13;19;1;39.4;6300000;; Генерала Смирнова;18;Подольск;
ЭТАЖИ Подольск;real_estate_agent;https://podolsk.cian.ru/sale/flat/307219460/;Подольск;sale;flat;2;22;1;46.0;5700000;; Садовая;3к2;Силикатная;
Михаил Вохмянин;realtor;https://podolsk.cian.ru/sale/flat/308102582/;Подольск;sale;flat;1;5;1;31.0;3490000;; Школьная;50к6;Подольск;
Вероника;real_estate_agent;https://podolsk.cian.ru/sale/flat/300548478/;Подольск;sale;flat;1;5;2;41.8;4850000;;Южный проезд;9;Подольск;
Дмитрий Касюкин;realtor;https://podolsk.cian.ru/sale/flat/308888160/;Подольск;sale;flat;4;16;1;35.8;6400000;;Парковая ;36;Подольск;
Кристина Захарова;realtor;https://podolsk.cian.ru/sale/flat/299254750/;Подольск;sale;flat;1;12;1;36.0;5050000;; Машиностроителей;32;Подольск;
Перспектива;real_estate_agent;https://podolsk.cian.ru/sale/flat/304350883/;Подольск;sale;flat;2;5;2;40.5;5500000;;Пионерская ;6;Подольск;
Самолет Плюс Москва;real_estate_agent;https://podolsk.cian.ru/sale/flat/306836910/;Подольск;sale;flat;5;5;2;44.2;5150000;; Кирова;53;Подольск;
Виктория Сергеева;realtor;https://podolsk.cian.ru/sale/flat/307898446/;Подольск;sale;flat;5;5;2;47.3;5550000;;Красногвардейский бульвар;9;Подольск;
Самолет Плюс Москва;real_estate_agent;https://podolsk.cian.ru/sale/flat/294655341/;Подольск;sale;flat;3;5;2;47.3;5200000;; Красная;1А;Подольск;
Евгений Щеголев;realtor;https://podolsk.cian.ru/sale/flat/301419734/;Подольск;sale;flat;5;9;2;42.0;6399000;;Почтовая ;4;Силикатная;
MoRE;real_estate_agent;https://podolsk.cian.ru/sale/flat/308915228/;Подольск;sale;flat;1;5;1;30.1;4650000;;Красногвардейский бульвар;3;Подольск;
РЕГИОН;real_estate_agent;https://podolsk.cian.ru/sale/flat/308154604/;Подольск;sale;flat;9;17;1;38.2;5700000;;Юбилейная ;13а;Подольск;Подольские просторы
Самолет Плюс Москва;real_estate_agent;https://podolsk.cian.ru/sale/flat/304293268/;Подольск;sale;flat;1;12;1;38.7;5300000;;Плещеевская ;56г;Силикатная;
Андрей Фокин;realtor;https://podolsk.cian.ru/sale/flat/308399633/;Подольск;sale;flat;9;9;2;49.0;6150000;мкр. Южный; Филиппова;1ак1;;
Самолет плюс - Москва;real_estate_agent;https://podolsk.cian.ru/sale/flat/302678057/;Подольск;sale;flat;3;7;1;42.5;6700000;;Колхозная ;55к3;Подольск;по ул. Колхозная, 55 (Красная Горка-3)
Лилия Кулюхина;realtor;https://podolsk.cian.ru/sale/flat/307584423/;Подольск;sale;flat;6;17;1;38.0;5700000;;Юбилейная ;13;Подольск;Подольские просторы
Космополис;real_estate_agent;https://podolsk.cian.ru/sale/flat/305931751/;Подольск;sale;flat;17;17;1;50.2;6700000;;проезд Больничный;2к1;Подольск;Сосновка
АЖС-недвижимость;real_estate_agent;https://podolsk.cian.ru/sale/flat/307805257/;Подольск;sale;flat;11;16;1;34.0;6400000;; Советская;16;Подольск;Триумф
Самолет Плюс - Москва;real_estate_agent;https://podolsk.cian.ru/sale/flat/300193125/;Подольск;sale;flat;4;5;2;44.2;5950000;; Чайковского;39/12;Подольск;
Астория;real_estate_agent;https://podolsk.cian.ru/sale/flat/299525822/;Подольск;sale;flat;5;16;1;35.4;5199999;; Филиппова;1;Подольск;
Victoria Star - офис Центральный;real_estate_agent;https://podolsk.cian.ru/sale/flat/301301255/;Подольск;sale;flat;3;5;2;55.3;6190000;; Большая Серпуховская;34/2;Подольск;
Самолет Плюс Москва;real_estate_agent;https://podolsk.cian.ru/sale/flat/299546510/;Подольск;sale;flat;1;12;2;44.9;6700000;; Машиностроителей;32;Подольск;
ЭТАЖИ Подольск;real_estate_agent;https://podolsk.cian.ru/sale/flat/303694990/;Подольск;sale;flat;8;14;1;37.1;5900000;; Садовая;5;Подольск;
Руслан Рахимов;realtor;https://podolsk.cian.ru/sale/flat/301212631/;Подольск;sale;flat;6;17;1;38.4;5800000;;Народная ;23;Подольск;Народный
ЭТАЖИ Подольск;real_estate_agent;https://podolsk.cian.ru/sale/flat/302363535/;Подольск;sale;flat;1;5;2;44.5;5890000;; Свердлова;25а;Подольск;
Анна Егорова;realtor;https://podolsk.cian.ru/sale/flat/308340695/;Подольск;sale;flat;2;12;1;35.0;5300000;мкр. Южный; Филиппова;10а;;
Самолет Плюс Москва;real_estate_agent;https://podolsk.cian.ru/sale/flat/307427229/;Подольск;sale;flat;1;5;2;54.9;6699000;;проспект Ленина;76/2;Подольск;
Вероника Гречаник;realtor;https://podolsk.cian.ru/sale/flat/307086586/;Подольск;sale;flat;1;3;2;59.0;6200000;;Литейная ;36;Подольск;Народный
ЭТАЖИ Подольск;real_estate_agent;https://podolsk.cian.ru/sale/flat/297136427/;Подольск;sale;flat;5;5;1;31.7;4200000;;Южный проезд;9;Подольск;
Любовь Корягина;realtor;https://podolsk.cian.ru/sale/flat/305815746/;Подольск;sale;flat;10;12;1;34.6;6400000;;Юбилейная ;23;Подольск;
Кристина Захарова;realtor;https://podolsk.cian.ru/sale/flat/301929880/;Подольск;sale;flat;1;5;2;50.0;5450000;; Садовая;30;Подольск;
ИНКОМ-Недвижимость;real_estate_agent;https://podolsk.cian.ru/sale/flat/306850918/;Подольск;sale;flat;13;17;1;38.1;6250000;; Генерала Смирнова;14;Подольск;
Центр дистанционных торгов;real_estate_agent;https://podolsk.cian.ru/sale/flat/307567084/;Подольск;sale;flat;1;1;1;43.1;4365900;;Пионерская ;24А;Подольск;
Татьяна Попова;realtor;https://podolsk.cian.ru/sale/flat/308168997/;Подольск;sale;flat;1;5;1;34.9;4888888;;проспект 50 лет Октября;11А;Подольск;
Самолет Плюс Москва;real_estate_agent;https://podolsk.cian.ru/sale/flat/308674771/;Подольск;sale;flat;5;9;2;48.0;7200000;; Симферопольская;45;Подольск;
ДОММОЙ;real_estate_agent;https://podolsk.cian.ru/sale/flat/306733680/;Подольск;sale;flat;7;17;1;37.0;6500000;;Плещеевская ;42к2;Силикатная;Плещеево
Самолет Плюс Москва;real_estate_agent;https://podolsk.cian.ru/sale/flat/308544624/;Подольск;sale;flat;5;5;1;30.4;5500000;;Пионерская ;6;Подольск;
Астория;real_estate_agent;https://podolsk.cian.ru/sale/flat/308719113/;Подольск;sale;flat;15;16;1;40.1;6500000;;Колхозная ;20;Подольск;ул. Колхозная, 20
Владис;real_estate_agent;https://podolsk.cian.ru/sale/flat/300944250/;Подольск;sale;flat;4;5;2;45.0;4650000;; Железнодорожная;3;Подольск;
В.Ю. Групп.;real_estate_agent;https://podolsk.cian.ru/sale/flat/299509373/;Подольск;sale;flat;6;17;1;33.3;4450000;; Серпуховская;3А;Подольск;Дом на Серпуховской
Цитадель;real_estate_agent;https://podolsk.cian.ru/sale/flat/307911017/;Подольск;sale;flat;2;10;1;40.6;7100000;;Тепличная ;9б;Силикатная;
Гордей Ступников;realtor;https://podolsk.cian.ru/sale/flat/308034940/;Подольск;sale;flat;4;4;1;35.0;4890000;; Маштакова;5а;Подольск;
Астория;real_estate_agent;https://podolsk.cian.ru/sale/flat/303259460/;Подольск;sale;flat;4;5;2;41.0;5450000;; Свердлова;31;Подольск;
Антон Анциферов;realtor;https://podolsk.cian.ru/sale/flat/307483711/;Подольск;sale;flat;4;5;2;44.8;6000000;; Западная;6;Подольск;
Самолет Плюс Москва;real_estate_agent;https://podolsk.cian.ru/sale/flat/296394899/;Подольск;sale;flat;3;5;2;40.0;4900000;; Советская;32;Подольск;
Наталья Ворожейкина;realtor;https://podolsk.cian.ru/sale/flat/306460052/;Подольск;sale;flat;6;19;1;40.0;6800000;мкр. Кузнечики;бульвар 65-летия Победы;7к1;;
PORTAL ESTATE;real_estate_agent;https://podolsk.cian.ru/sale/flat/299783040/;Подольск;sale;flat;5;5;1;29.0;5150000;;Профсоюзная ;2/1;Силикатная;
ЭТАЛОН;real_estate_agent;https://podolsk.cian.ru/sale/flat/300270478/;Подольск;sale;flat;6;17;1;38.1;6199000;;Юбилейная ;11а;Подольск;Подольские просторы
Самолет Плюс Москва;real_estate_agent;https://podolsk.cian.ru/sale/flat/301910522/;Подольск;sale;flat;4;5;2;42.0;5400000;; Мичурина;12;Подольск;
Самолет Плюс Москва;real_estate_agent;https://podolsk.cian.ru/sale/flat/307563310/;Подольск;sale;flat;3;5;1;31.0;4950000;; Свердлова;35/20;Подольск;
Светлана Лушкина;realtor;https://podolsk.cian.ru/sale/flat/301930796/;Подольск;sale;flat;5;5;1;31.4;4500000;;проспект Юных Ленинцев;88а;Щербинка;
Перспектива;real_estate_agent;https://podolsk.cian.ru/sale/flat/303225877/;Подольск;sale;flat;12;16;1;35.0;6500000;;Юбилейная ;23;Подольск;
ЭТАЖИ Подольск;real_estate_agent;https://podolsk.cian.ru/sale/flat/305646080/;Подольск;sale;flat;5;17;1;33.5;5380000;; Ватутина;54;Подольск;Шепчинки
Астория;real_estate_agent;https://podolsk.cian.ru/sale/flat/292635529/;Подольск;sale;flat;4;4;2;40.7;6100000;; Чайковского;6;Подольск;
ID 501289;unknown;https://podolsk.cian.ru/sale/flat/307215816/;Подольск;sale;flat;4;5;2;43.0;6500000;мкр. Центральный; Дружбы;2;;
Манхэттен эстейт;real_estate_agent;https://podolsk.cian.ru/sale/flat/303338436/;Подольск;sale;flat;1;5;1;30.2;4800000;;Красногвардейский бульвар;3а;Подольск;
ЭЛЬБРУС;real_estate_agent;https://podolsk.cian.ru/sale/flat/304291382/;Подольск;sale;flat;4;5;2;44.0;5450000;; Кирова;51а;Подольск;
ДИАЛЬ-НЕДВИЖИМОСТЬ;real_estate_agent;https://podolsk.cian.ru/sale/flat/307664496/;Подольск;sale;flat;12;15;1;36.0;5990000;; Садовая;5к1;Подольск;
Михаил Коптев;realtor;https://podolsk.cian.ru/sale/flat/308007210/;Подольск;sale;flat;4;5;1;31.0;4650000;мкр. Высотный; Кирова;55;;
Монолит;real_estate_agent;https://podolsk.cian.ru/sale/flat/303783361/;Подольск;sale;flat;5;5;1;30.7;4500000;; Большая Серпуховская;56;Подольск;
Весна;real_estate_agent;https://podolsk.cian.ru/sale/flat/307411594/;Подольск;sale;flat;4;9;2;33.0;5500000;;Октябрьский проспект;5;Подольск;
