author;author_type;url;location;deal_type;accommodation_type;floor;floors_count;rooms_count;total_meters;price;district;street;house_number;underground;residential_complex
АэНБИ;real_estate_agent;https://klin.cian.ru/sale/flat/297725421/;Клин;sale;flat;4;4;1;47.0;5950000;Клин; Победы;26к7;;
ID 3547762;unknown;https://klin.cian.ru/sale/flat/283151308/;Клин;sale;flat;1;9;1;37.4;5000000;Клин;Клинская ;26;;Олимп
НОВОСЁЛ;real_estate_agent;https://klin.cian.ru/sale/flat/303627396/;Клин;sale;flat;2;3;2;55.0;4800000;Клин; 2-я Овражная;2;;
ID 105134755;homeowner;https://klin.cian.ru/sale/flat/299399888/;Клин;sale;flat;3;4;2;50.9;6000000;Клин; Профсоюзная;13к1;;
СТОЛИЧНЫЙ РЕГИОН;real_estate_agent;https://klin.cian.ru/sale/flat/306936042/;Клин;sale;flat;2;9;1;28.2;3990000;;;;;
Игорь Касьянов;realtor;https://klin.cian.ru/sale/flat/308435330/;Клин;sale;flat;3;5;1;32.0;3490000;Клин;Театральная ;2/5;;
Этажи Клин;real_estate_agent;https://klin.cian.ru/sale/flat/308122059/;Клин;sale;flat;5;9;2;49.4;7100000;Клин;Литейная ;49/12;;
Зеленый город;real_estate_agent;https://klin.cian.ru/sale/flat/306870912/;Клин;sale;flat;1;2;2;105.0;6450000;Клин; Победы;26с6;;
НОВОСЁЛ;real_estate_agent;https://klin.cian.ru/sale/flat/282156168/;Клин;sale;flat;18;18;1;100.0;12000000;Клин; Дзержинского;22А;;
ШАНС;real_estate_agent;https://klin.cian.ru/sale/flat/293418105/;Клин;sale;flat;1;9;1;31.0;4200000;;;;;
Этажи Клин;real_estate_agent;https://klin.cian.ru/sale/flat/307877870/;Клин;sale;flat;4;9;1;39.8;6200000;Клин;Клинская ;28;;Олимп
ШАНС;real_estate_agent;https://klin.cian.ru/sale/flat/305183529/;Клин;sale;flat;4;9;2;45.2;6350000;;;;;
СТОЛИЧНЫЙ РЕГИОН;real_estate_agent;https://klin.cian.ru/sale/flat/304111307/;Клин;sale;flat;1;1;2;58.6;8000000;Клин;Дмитровский проезд;4;;
АВИЛОН;real_estate_agent;https://klin.cian.ru/sale/flat/289732700/;Клин;sale;flat;5;5;2;50.0;5200000;Клин;Московская ;34;;
Престиж;real_estate_agent;https://klin.cian.ru/sale/flat/308000274/;Клин;sale;flat;3;5;2;42.9;4350000;Клин; Гагарина;28;;
ШАНС;real_estate_agent;https://klin.cian.ru/sale/flat/302607655/;Клин;sale;flat;2;5;2;42.2;4900000;Клин; Карла Маркса;81;;
СТОЛИЧНЫЙ РЕГИОН;real_estate_agent;https://klin.cian.ru/sale/flat/303260615/;Клин;sale;flat;6;9;1;31.5;3900000;Клин; 50 лет Октября;9;;
ID 100128753;realtor;https://klin.cian.ru/sale/flat/304963711/;Клин;sale;flat;5;9;1;31.0;3800000;Клин;Литейная ;49/12;;
Московская Корпорация Недвижимости;real_estate_agent;https://klin.cian.ru/sale/flat/307544140/;Клин;sale;flat;1;9;1;27.1;3300000;;;;;
ID 107316223;realtor;https://klin.cian.ru/sale/flat/307820954/;Клин;sale;flat;7;9;1;60.0;6200000;Клин; Ленина;37;;
Авангард;real_estate_agent;https://klin.cian.ru/sale/flat/307543950/;Клин;sale;flat;4;4;2;58.2;7000000;Клин;Бородинский проезд;5;;
ID 119507280;homeowner;https://klin.cian.ru/sale/flat/305362815/;Клин;sale;flat;7;9;2;62.5;8150000;;;;;
Ермаков-Недвижимость;real_estate_agent;https://klin.cian.ru/sale/flat/299671322/;Клин;sale;flat;6;9;2;52.8;7150000;Клин; Миши Балакирева;6/24;;
ID 88436897;homeowner;https://klin.cian.ru/sale/flat/305592372/;Клин;sale;flat;6;9;2;43.3;5800000;;;;;
Ермаков-Недвижимость;real_estate_agent;https://klin.cian.ru/sale/flat/299854465/;Клин;sale;flat;1;10;1;43.0;6399000;Клин; Менделеева;7;;
Зеленый город;real_estate_agent;https://klin.cian.ru/sale/flat/301542469/;Клин;sale;flat;8;9;2;76.5;9200000;;;;;На семи холмах
Сергей Абрамов;realtor;https://klin.cian.ru/sale/flat/294078099/;Клин;sale;flat;6;9;2;46.0;5100000;Клин; 50 лет Октября;23;;
ШАНС;real_estate_agent;https://klin.cian.ru/sale/flat/305047249/;Клин;sale;flat;6;10;1;40.7;6099999;Клин; 60 лет Октября;7/1;;
НОВОСЁЛ;real_estate_agent;https://klin.cian.ru/sale/flat/302697435/;Клин;sale;flat;3;15;1;40.4;6150000;Клин; Чайковского;105к1;;Новый Клин
ID 116939236;homeowner;https://klin.cian.ru/sale/flat/302423162/;Клин;sale;flat;3;5;2;44.2;6000000;Клин; Чайковского;62к2;;
НОВОСЁЛ;real_estate_agent;https://klin.cian.ru/sale/flat/306825834/;Клин;sale;flat;1;9;1;40.7;5800000;Клин; 60 лет Октября;7/1;;
ID 121239331;homeowner;https://klin.cian.ru/sale/flat/306769797/;Клин;sale;flat;1;9;1;41.0;5900000;Клин; 60 лет Октября;7/1;;
ID 107316223;realtor;https://klin.cian.ru/sale/flat/307820739/;Клин;sale;flat;6;9;1;46.0;5550000;Клин; 50 лет Октября;7;;
ID 108641953;homeowner;https://klin.cian.ru/sale/flat/296587626/;Клин;sale;flat;1;5;2;45.0;4900000;Клин; Чайковского;62к3;;
ШАНС;real_estate_agent;https://klin.cian.ru/sale/flat/297117267/;Клин;sale;flat;1;5;1;28.0;3250000;Клин; Менделеева;13;;
ID 100476221;homeowner;https://klin.cian.ru/sale/flat/285762625/;Клин;sale;flat;1;9;2;50.0;6000000;Клин;проезд Котовского;16Б;;
ШАНС;real_estate_agent;https://klin.cian.ru/sale/flat/297109662/;Клин;sale;flat;1;5;2;81.0;6500000;Клин;Московская ;36;;
ID 112963385;homeowner;https://klin.cian.ru/sale/flat/303860241/;Клин;sale;flat;7;9;2;44.5;10000000;Клин; Дзержинского;16;;
Авангард;real_estate_agent;https://klin.cian.ru/sale/flat/279419128/;Клин;sale;flat;1;5;2;81.0;6500000;Клин;Московская ;36;;
ШАНС;real_estate_agent;https://klin.cian.ru/sale/flat/305182488/;Клин;sale;flat;4;9;1;28.5;3990000;;;;;
ШАНС;real_estate_agent;https://klin.cian.ru/sale/flat/305359967/;Клин;sale;flat;1;9;2;54.69;7200000;;;;;
Авангард;real_estate_agent;https://klin.cian.ru/sale/flat/294202886/;Клин;sale;flat;16;16;1;42.0;5000000;Клин; Чайковского;60к2;;
НОВОСЁЛ;real_estate_agent;https://klin.cian.ru/sale/flat/297083995/;Клин;sale;flat;8;9;2;47.0;5250000;Клин; 60 лет Октября;1/62;;
ID 107316223;realtor;https://klin.cian.ru/sale/flat/307820867/;Клин;sale;flat;4;4;2;45.0;4850000;Клин; 60 лет Комсомола;16к2;;
Ольга Кокорева;realtor;https://klin.cian.ru/sale/flat/308151226/;Клин;sale;flat;1;5;2;45.0;4900000;Клин; Чайковского;62к3;;
ID 112017678;homeowner;https://klin.cian.ru/sale/flat/297067456/;Клин;sale;flat;2;5;2;44.2;6450000;Клин; 50 лет Октября;15;;
ID 107316223;realtor;https://klin.cian.ru/sale/flat/307821385/;Клин;sale;flat;1;9;1;32.0;4370000;Клин; Дзержинского;14;;
Сергей Абрамов;realtor;https://klin.cian.ru/sale/flat/301775818/;Клин;sale;flat;3;5;2;43.4;5100000;Клин;Самодеятельная ;5;;
ШАНС;real_estate_agent;https://klin.cian.ru/sale/flat/301262417/;Клин;sale;flat;5;5;1;30.2;5999999;Клин; Крюкова;11;;
Авангард;real_estate_agent;https://klin.cian.ru/sale/flat/297124518/;Клин;sale;flat;5;5;2;47.8;4600000;Клин; Чайковского;66к3;;
АВИЛОН;real_estate_agent;https://klin.cian.ru/sale/flat/297961783/;Клин;sale;flat;1;9;2;60.0;7500000;Клин; Чайковского;60;;
ШАНС;real_estate_agent;https://klin.cian.ru/sale/flat/298297187/;Клин;sale;flat;4;5;1;32.0;3699999;Клин; 50 лет Октября;19;;
ШАНС;real_estate_agent;https://klin.cian.ru/sale/flat/302601830/;Клин;sale;flat;2;5;2;44.0;6450000;Клин; 50 лет Октября;15;;
НОВОСЁЛ;real_estate_agent;https://klin.cian.ru/sale/flat/294773043/;Клин;sale;flat;9;9;2;44.0;5499000;Клин; 50 лет Октября;7;;
