author;author_type;url;location;deal_type;accommodation_type;floor;floors_count;rooms_count;total_meters;price;district;street;house_number;underground;residential_complex
Солнечный Сочи;real_estate_agent;https://sochi.cian.ru/sale/flat/308223929/;Мытищи};sale;flat;10;16;1;63.0;12500000;Центральный; Парковая;5;;
Ак Барс Дом;developer;https://kazan.cian.ru/sale/flat/295341502/;Мытищи};sale;flat;3;4;1;34.85;6586650;;;;;Новый свет
ID 115101461;homeowner;https://kotelniki.cian.ru/sale/flat/300523277/;Мытищи};sale;flat;16;18;1;45.0;10550000;; Кузьминская;5к1;Котельники;Котельнические высотки
ПИК;developer;https://vladivostok.cian.ru/sale/flat/304311878/;Мытищи};sale;flat;2;24;1;33.9;5639434;Первореченский;;2;;Снежный парк ЖК
Магазин новостроек;representative_developer;https://krasnodar.cian.ru/sale/flat/302688605/;Мытищи};sale;flat;2;4;1;34.7;3921100;;;;;ДзенПарк
Ю-Питер;real_estate_agent;https://spb.cian.ru/sale/flat/293545584/;Мытищи};sale;flat;19;23;1;36.4;8800000;Приморский;Лыжный переулок;4к3;Беговая;Геометрия
AVA;developer;https://krasnodar.cian.ru/sale/flat/302609577/;Мытищи};sale;flat;2;16;1;40.0;5280000;;;;;Зеленодар
AVA;developer;https://krasnodar.cian.ru/sale/flat/307879812/;Мытищи};sale;flat;4;21;1;51.13;6478171;мкр. ХБК;Уральская ;100/8;;Режиссёр
Ю-Питер;real_estate_agent;https://spb.cian.ru/sale/flat/306780674/;Мытищи};sale;flat;1;25;1;30.4;7800000;Приморский;Парашютная ;65;Комендантский проспект;Шуваловский
Ак Барс Дом;developer;https://kazan.cian.ru/sale/flat/303122639/;Мытищи};sale;flat;2;9;1;67.3;22222460;Советский;;;Суконная слобода;Мифы ЖК
SPB Housing;real_estate_agent;https://spb.cian.ru/sale/flat/307659959/;Мытищи};sale;flat;2;10;1;46.7;14477000;Приморский;Фермское шоссе;12Б;Удельная;
TEN девелопмент;developer;https://ekb.cian.ru/sale/flat/298037403/;Мытищи};sale;flat;20;25;1;31.2;4525200;; Бочкарева;;Чкаловская;Старт
НЕДВИЖИМОСТЬ 23;real_estate_agent;https://sochi.cian.ru/sale/flat/297792239/;Мытищи};sale;flat;14;17;1;39.0;16000000;Хостинский; Депутатская;10Дк1;;
Неометрия;developer;https://sochi.cian.ru/sale/flat/308286114/;Мытищи};sale;flat;11;17;1;21.0;9905700;Адлерский;;;;Лестория
CENTURY 21 Столичная недвижимость;real_estate_agent;https://www.cian.ru/sale/flat/307430903/;Мытищи};sale;flat;4;15;1;53.36;13950000;; Татьянин Парк;16к1;Говорово;
Ак Барс Дом;developer;https://kazan.cian.ru/sale/flat/304842102/;Мытищи};sale;flat;4;5;1;40.17;14461200;Вахитовский;;;Кремлёвская;Дом на Исхаки ЖК
Антон Белов;realtor;https://www.cian.ru/sale/flat/297215041/;Мытищи};sale;flat;13;14;1;39.0;17600000;Таганский;переулок Ковров;1;Москва-Товарная;
DOGMA;developer;https://novorossiysk.cian.ru/sale/flat/305414337/;Мытищи};sale;flat;3;18;1;36.4;5583760;;;;;Порто-Ново
Kalinka Group;real_estate_agent;https://www.cian.ru/sale/flat/293718260/;Мытищи};sale;flat;5;6;1;43.0;26900000;Беговой; 3-я Ямского Поля;9;Белорусская;Art Residence
ID 19850306;homeowner;https://www.cian.ru/sale/flat/308355964/;Мытищи};sale;flat;13;19;1;50.2;23850000;Богородское;1-я Мясниковская ;2;Белокаменная;Соколиный форт
ТСН Владис;real_estate_agent;https://korolev.cian.ru/sale/flat/307304400/;Мытищи};sale;flat;3;5;1;31.2;4400000;;Советская ;34;Медведково;
ID 883747;unknown;https://krasnogorsk.cian.ru/sale/flat/308858112/;Мытищи};sale;flat;5;10;1;48.8;8100000;;Строительная ;5;Павшино;
RBI;developer;https://spb.cian.ru/sale/flat/304071206/;Мытищи};sale;flat;4;16;1;35.5;11415384;Выборгский;Шувалово-Озерки;;Проспект Просвещения;Струны
Барокко;real_estate_agent;https://spb.cian.ru/sale/flat/307310259/;Мытищи};sale;flat;11;15;1;36.3;8200000;Приморский;Комендантский проспект;23к1;Комендантский проспект;
ГОРОБМЕН;real_estate_agent;https://www.cian.ru/sale/flat/307819904/;Мытищи};sale;flat;3;17;1;38.7;13400000;Северное Медведково;Полярная ;52К1;Медведково;
Князев и Партнёры;real_estate_agent;https://www.cian.ru/sale/flat/306693359/;Мытищи};sale;flat;4;15;1;32.4;14000000;Хорошевский;Ходынский бульвар;20А;ЦСКА;Лайнер
Наталья Симагина;realtor;https://spb.cian.ru/sale/flat/306602700/;Мытищи};sale;flat;3;5;1;58.0;22900000;Центральный;Кавалергардская ;5;Чернышевская;
Дача Штейнгольца;real_estate_agent;https://krym.cian.ru/sale/flat/265824970/;Мытищи};sale;flat;1;12;1;17.2;2990000;Партенит пгт; Прибрежная;7;;
ID 15065491;homeowner;https://krasnodar.cian.ru/sale/flat/307426390/;Мытищи};sale;flat;7;14;1;48.0;5250000;мкр. Комсомольский;Сормовская ;181;;
ЕОН Недвижимость;real_estate_agent;https://spb.cian.ru/sale/flat/307325534/;Мытищи};sale;flat;3;5;1;27.7;4100000;Колпинский;Павловская ;76;Шушары;
НДВ;real_estate_agent;https://mytishchi.cian.ru/sale/flat/302968129/;Мытищи};sale;flat;1;4;1;36.3;5450000;д. Аксаково; Слободская;4;;Федоскинская слобода
ID 120058243;homeowner;https://ramenskoye.cian.ru/sale/flat/305600116/;Мытищи};sale;flat;4;9;1;37.7;4800000;Центральный;Бронницкая ;15;Раменское;
Whitewill;real_estate_agent;https://www.cian.ru/sale/flat/301042655/;Мытищи};sale;flat;30;79;1;78.0;92880000;Пресненский;1-й Красногвардейский проезд;22с1;Москва-Сити;NEVA TOWERS
MR Group;developer;https://www.cian.ru/sale/flat/308802713/;Мытищи};sale;flat;2;46;1;34.8;16375836;Даниловский;;;Павелецкая;Павелецкая Сити ЖК
Евгений Белокуров;realtor;https://www.cian.ru/sale/flat/306602662/;Мытищи};sale;flat;4;23;1;41.8;20850000;Свиблово;Сельскохозяйственная ;38к2;Ботанический сад;LIFE-Ботанический сад
Елена Гореликова;realtor;https://khimki.cian.ru/sale/flat/305791922/;Мытищи};sale;flat;13;15;1;26.8;5500000;Велтон Парк Новая Сходня мкр; Беговая;12;;Wellton Park Новая Сходня
ID 102818507;homeowner;https://odintsovo.cian.ru/sale/flat/301776016/;Мытищи};sale;flat;33;33;1;44.1;8700000;Новоивановское рп;Можайское шоссе;55;;Западные Ворота Столицы
КАПИТАЛ;real_estate_agent;https://spb.cian.ru/sale/flat/303753408/;Мытищи};sale;flat;6;13;1;41.2;12400000;Московский;Кузнецовская ;58к3;Парк Победы;
ID 80865748;unknown;https://spb.cian.ru/sale/flat/308187046/;Мытищи};sale;flat;6;8;1;58.3;25652000;Петроградский;проспект Малый Петроградской стороны;79-81-83;Петроградская;
Андрей Вдовин;realtor;https://www.cian.ru/sale/flat/278701200/;Мытищи};sale;flat;2;15;1;31.9;11758286;Хорошевский;Ходынский бульвар;2;ЦСКА;Лайнер
Эрмитаж Галерея Недвижимости;real_estate_agent;https://spb.cian.ru/sale/flat/306286389/;Мытищи};sale;flat;15;18;1;49.8;13600000;Приморский;Яхтенная ;3к2;Беговая;Золотая гавань
VEREN GROUP;developer;https://nn.cian.ru/sale/flat/307110202/;Мытищи};sale;flat;2;17;1;50.67;14371953;Нижегородский;;;;Верен Плейс Одесская ЖК
ЛюксДом;real_estate_agent;https://www.cian.ru/sale/flat/301078527/;Мытищи};sale;flat;4;5;1;47.0;41600000;Замоскворечье;Озерковская набережная;6;Новокузнецкая;Bogenhouse
Интергрупп;developer;https://spb.cian.ru/sale/flat/300486334/;Мытищи};sale;flat;4;9;1;32.44;5122600;Колпинский;Заречье тер.;;Рыбацкое;Квартал Заречье
Homeapp;real_estate_agent;https://vidnoye.cian.ru/sale/flat/295145929/;Мытищи};sale;flat;1;4;1;32.0;5900000;;;;;Живописный
BR Group;real_estate_agent;https://spb.cian.ru/sale/flat/296736749/;Мытищи};sale;flat;10;24;1;31.0;7199000;Приморский; Плесецкая;10;Комендантский проспект;Полис на Комендантском
BrokerStreet;representative_developer;https://kaliningrad.cian.ru/sale/flat/304991149/;Мытищи};sale;flat;2;4;1;35.9;4559300;;;;;О2 (Кислород)
Whitewill;real_estate_agent;https://www.cian.ru/sale/flat/307098964/;Мытищи};sale;flat;7;48;1;55.5;33000000;Ростокино; Вильгельма Пика;3С1;Ботанический сад;Режиссёр
BR Group;real_estate_agent;https://spb.cian.ru/sale/flat/291149538/;Мытищи};sale;flat;3;25;1;38.4;6980000;Пушкинский;проспект Новгородский;8;Купчино;Шушары
ФСК;developer;https://kazan.cian.ru/sale/flat/308452045/;Мытищи};sale;flat;4;20;1;27.3;8593358;Приволжский;;;Аметьево;Фриссон ЖК
Барокко;real_estate_agent;https://spb.cian.ru/sale/flat/301470605/;Мытищи};sale;flat;5;13;1;36.62;9200000;Василеостровский;бульвар Головнина;4;Приморская;Аквилон ZALIVE
ID 75598328;real_estate_agent;https://nn.cian.ru/sale/flat/308381528/;Мытищи};sale;flat;12;12;1;43.2;8300000;Канавинский;бульвар Мещерский;3к1;Стрелка;
Магазин новостроек;representative_developer;https://sochi.cian.ru/sale/flat/303245900/;Мытищи};sale;flat;5;12;1;28.18;11711334;Центральный;Пластунская ;104Бк1;;Южный Парк
Многофункциональный Центр Недвижимости;real_estate_agent;https://tver.cian.ru/sale/flat/307952490/;Мытищи};sale;flat;1;5;1;35.3;2950000;Конаково; Гагарина;12;;
Дина Хабирова;realtor;https://reutov.cian.ru/sale/flat/308293356/;Мытищи};sale;flat;16;25;1;40.0;10500000;;Носовихинское шоссе;43;Новокосино;Новокосино-2
Неометрия;developer;https://rostov.cian.ru/sale/flat/305683315/;Мытищи};sale;flat;2;10;1;27.31;6619944;Ленинский;проспект Сиверса;8/1;;1799
Свой Мир;real_estate_agent;https://spb.cian.ru/sale/flat/300418797/;Мытищи};sale;flat;4;4;1;31.3;4100000;;;;;Щегловская усадьба
ID 12821294;homeowner;https://spb.cian.ru/sale/flat/297769972/;Мытищи};sale;flat;2;4;1;42.5;8990000;д. Энколово; Победы;5;;Горки Парк
Магазин новостроек;representative_developer;https://krasnodar.cian.ru/sale/flat/306495788/;Мытищи};sale;flat;2;8;1;34.29;3350133;пос. Березовый; Имени Профессора Малигонова;42;;Молодежный 2
MASTER-GROUP Real Estate;real_estate_agent;https://spb.cian.ru/sale/flat/307501750/;Мытищи};sale;flat;11;27;1;35.1;5750000;;Новая ;13к1;Девяткино;ЦДС Новое Мурино
Альян;real_estate_agent;https://krym.cian.ru/sale/flat/307398481/;Мытищи};sale;flat;2;3;1;36.0;5800000;Партенит пгт;шоссе Фрунзенское;4;;
Магазин новостроек;representative_developer;https://novorossiysk.cian.ru/sale/flat/304442369/;Мытищи};sale;flat;15;22;1;41.41;5743000;мкр. Приморский; Рассветная;;;Малина
SPB Housing;real_estate_agent;https://spb.cian.ru/sale/flat/300949388/;Мытищи};sale;flat;8;11;1;39.2;14700000;Адмиралтейский;Московский проспект;73к4;Фрунзенская;Новомосковский
Метражи group;real_estate_agent;https://www.cian.ru/sale/flat/308167237/;Мытищи};sale;flat;5;7;1;34.6;9000000;Северное Измайлово;15-я Парковая ;54;Щёлковская;
СМУ-88;developer;https://kazan.cian.ru/sale/flat/308681033/;Мытищи};sale;flat;10;18;1;35.6;10121596;Кировский;Ягодинская ;;Козья слобода;Крыловка парк
OXE CAPITAL - Элитная Недвижимость;real_estate_agent;https://www.cian.ru/sale/flat/308760982/;Мытищи};sale;flat;5;24;1;39.1;19800000;Фили-Давыдково; Герасима Курина;18;Славянский бульвар;
ЭТАЖИ КАЗАНЬ;real_estate_agent;https://kazan.cian.ru/sale/flat/308678759/;Мытищи};sale;flat;9;20;1;35.0;4850000;Приволжский;;;Проспект Победы;Станция Спортивная ЖК
Магазин новостроек;representative_developer;https://krasnodar.cian.ru/sale/flat/302998066/;Мытищи};sale;flat;14;21;1;40.45;6279620;;;;;Микрорайон Образцово
OXE CAPITAL - Элитная Недвижимость;real_estate_agent;https://www.cian.ru/sale/flat/294476646/;Мытищи};sale;flat;3;5;1;31.0;18500000;Пресненский; Юлиуса Фучика;2/30;Маяковская;
CENTURY 21 Перспектива;real_estate_agent;https://kotelniki.cian.ru/sale/flat/308520691/;Мытищи};sale;flat;2;17;1;42.2;7490000;; Кузьминская;5;Котельники;Котельнические высотки
Деловой Квартал;developer;https://ekb.cian.ru/sale/flat/300548281/;Мытищи};sale;flat;8;25;1;43.04;7185120;Октябрьский;;;Ботаническая;Премиум Кварталы Маяковка ЖК
Русский Фонд Недвижимости;real_estate_agent;https://spb.cian.ru/sale/flat/308423325/;Мытищи};sale;flat;13;16;1;35.0;3500000;;шоссе Дорога Жизни;7к2;Ладожская;Северный Вальс
ЛСР Санкт-Петербург;developer;https://spb.cian.ru/sale/flat/304993827/;Мытищи};sale;flat;2;4;1;34.0;7310000;Пушкинский;Пулковское тер.;;Звездная;Пулково Lake
Неометрия;developer;https://novorossiysk.cian.ru/sale/flat/308950659/;Мытищи};sale;flat;4;24;1;31.4;6908000;;;;;Облака
TOP GRADE ESTATE;real_estate_agent;https://spb.cian.ru/sale/flat/304796564/;Мытищи};sale;flat;7;12;1;39.22;6390000;; Романовская;2;Девяткино;ID Murino II
ПОМИДОР-Недвижимость;real_estate_agent;https://solnechnogorsk.cian.ru/sale/flat/306269700/;Мытищи};sale;flat;4;5;1;30.5;3950000;Солнечногорск;переулок Механизаторов;3;;
Магазин новостроек;representative_developer;https://krasnodar.cian.ru/sale/flat/301286107/;Мытищи};sale;flat;3;3;1;47.7;4841550;Прикубанский; Имени Валерия Вишневецкого;13/3;;Отрада
ALVO Group;real_estate_agent;https://www.cian.ru/sale/flat/283946953/;Мытищи};sale;flat;4;6;1;31.4;28500000;Хамовники;Зубовская ;7;Парк Культуры;Roza Rossa
Мой мир;real_estate_agent;https://omsk.cian.ru/sale/flat/308259528/;Мытищи};sale;flat;8;10;1;39.5;5300000;мкр. Континентальный;бульвар Архитекторов;4;;
Неометрия;developer;https://krasnodar.cian.ru/sale/flat/304058350/;Мытищи};sale;flat;2;15;1;37.8;6082020;Прикубанский; Даниила Смоляна;71к1;;Южане
Екатерина Беспалова;realtor;https://khimki.cian.ru/sale/flat/303458446/;Мытищи};sale;flat;21;25;1;41.4;8500000;;Молодежная ;74;Молжаниново;
Метражи group;real_estate_agent;https://www.cian.ru/sale/flat/305280029/;Мытищи};sale;flat;11;12;1;35.0;10200000;Рязанский;1-я Новокузьминская ;14;Рязанский проспект;
ИНСИТИ девелопмент;developer;https://krasnodar.cian.ru/sale/flat/308952771/;Мытищи};sale;flat;1;4;1;35.6;4455340;;;;;Микрорайон Новая Елизаветка
One Moscow;real_estate_agent;https://www.cian.ru/sale/flat/303016403/;Мытищи};sale;flat;12;28;1;45.2;20500000;Даниловский;Автозаводская ;;ЗИЛ;Shagal
BERI;real_estate_agent;https://www.cian.ru/sale/flat/307837275/;Мытищи};sale;flat;8;9;1;32.3;12860000;Зюзино;Черноморский бульвар;19К1;Севастопольская;
КОМОССТРОЙ;developer;https://kazan.cian.ru/sale/flat/300938273/;Мытищи};sale;flat;3;18;1;37.0;6829000;Приволжский;;;Аметьево;Паркмаяк ЖК
Влас Жерихов;realtor;https://spb.cian.ru/sale/flat/304794142/;Мытищи};sale;flat;1;26;1;38.3;5800000;Невский;проспект Советский;34к3;Рыбацкое;Невские паруса
Whitewill Москва-Сити;real_estate_agent;https://www.cian.ru/sale/flat/304787065/;Мытищи};sale;flat;79;97;1;73.0;72900000;Пресненский;набережная Пресненская;12;Деловой центр;Башня Федерация
Партнер;developer;https://tyumen.cian.ru/sale/flat/297836341/;Мытищи};sale;flat;2;4;1;32.0;4750000;с. Ембаево; Бульварная;;;Ритмы
ID 6975046;realtor;https://spb.cian.ru/sale/flat/308141587/;Мытищи};sale;flat;10;12;1;41.5;4590000;; Шоссе в Лаврики;78к1;Девяткино;
ID 118494155;homeowner;https://spb.cian.ru/sale/flat/308910750/;Мытищи};sale;flat;3;14;1;35.3;6700000;Кировский; Лени Голикова;27К2;Проспект Ветеранов;
Магазин новостроек;representative_developer;https://sochi.cian.ru/sale/flat/304980086/;Мытищи};sale;flat;5;12;1;29.6;12156720;Адлерский; Искры;66/9с4;;Флора
BERI;real_estate_agent;https://www.cian.ru/sale/flat/308953364/;Мытищи};sale;flat;6;21;1;36.0;15500000;Ховрино;Левобережная ;4к9;Ховрино;
