author;author_type;url;location;deal_type;accommodation_type;floor;floors_count;rooms_count;total_meters;price;district;street;house_number;underground;residential_complex
ID 108398818;homeowner;https://bronnicy.cian.ru/sale/flat/305569314/;Бронницы;sale;flat;3;5;1;34.0;4550000;Бронницы; Льва Толстого;2а;;
ID 12876272;realtor;https://bronnicy.cian.ru/sale/flat/300949187/;Бронницы;sale;flat;1;5;2;48.0;5100000;Бронницы;Москворецкая ;19;;
Самолет плюс Москва;real_estate_agent;https://bronnicy.cian.ru/sale/flat/308064099/;Бронницы;sale;flat;6;6;2;49.0;6700000;Бронницы;Пионерский переулок;3;;
ID 97325550;homeowner;https://bronnicy.cian.ru/sale/flat/306749300/;Бронницы;sale;flat;5;5;1;33.7;4600000;Бронницы; Льва Толстого;13;;
Самолет Плюс - Ступино;real_estate_agent;https://bronnicy.cian.ru/sale/flat/307666764/;Бронницы;sale;flat;10;12;2;67.6;8350000;Бронницы;Зеленый проезд;1а;;
Самолёт плюс;real_estate_agent;https://bronnicy.cian.ru/sale/flat/305921452/;Бронницы;sale;flat;5;5;2;42.0;6100000;Бронницы;Советская ;137;;
ID 114018176;homeowner;https://bronnicy.cian.ru/sale/flat/299341648/;Бронницы;sale;flat;2;3;2;45.0;6600000;Бронницы;Советская ;114;;
ID 13388451;unknown;https://bronnicy.cian.ru/sale/flat/305372613/;Бронницы;sale;flat;1;5;2;41.0;5100000;Бронницы; Пущина;30;;
АвиаН-Недвижимость;real_estate_agent;https://bronnicy.cian.ru/sale/flat/304378031/;Бронницы;sale;flat;3;5;1;31.1;4999999;Бронницы; Пущина;30;;
ID 93239405;homeowner;https://bronnicy.cian.ru/sale/flat/279398117/;Бронницы;sale;flat;1;5;2;47.0;5700000;;Строительная ;9;Котельники;
АЯКС Раменское;real_estate_agent;https://bronnicy.cian.ru/sale/flat/307257587/;Бронницы;sale;flat;5;5;2;54.4;7250000;Бронницы;Москворецкая ;6;;
Яищу;real_estate_agent;https://bronnicy.cian.ru/sale/flat/306377874/;Бронницы;sale;flat;10;12;2;67.5;8200000;;Зеленый проезд;1а;Котельники;
ID 114876782;homeowner;https://bronnicy.cian.ru/sale/flat/300266093/;Бронницы;sale;flat;5;5;2;47.0;5850000;Бронницы;Советская ;133;;
ID 120311735;homeowner;https://bronnicy.cian.ru/sale/flat/305838697/;Бронницы;sale;flat;5;5;2;54.1;7900000;Бронницы;Советская ;138;;
Этажи Воскресенск-Раменское;real_estate_agent;https://www.cian.ru/sale/flat/308360388/;Бронницы;sale;flat;4;5;2;57.2;3650000;д. Золотово; Московская;7;;
Марина Папкова;realtor;https://voskresensk.cian.ru/sale/flat/287545288/;Бронницы;sale;flat;4;5;2;49.4;4200000;Лопатинский мкр; Светлая;3;;
