author;author_type;url;location;deal_type;accommodation_type;floor;floors_count;rooms_count;total_meters;price;district;street;house_number;underground;residential_complex
Офис на Серпуховской;real_estate_agent;https://krasnogorsk.cian.ru/sale/flat/307099163/;Красногорск;sale;flat;8;9;2;50.0;7900000;;Пионерская ;19;Павшино;
Садовое кольцо;developer;https://krasnogorsk.cian.ru/sale/flat/308818793/;Красногорск;sale;flat;17;28;1;43.95;11013870;;;к8;Павшино;Тетрис ЖК
Этажи Москва;real_estate_agent;https://krasnogorsk.cian.ru/sale/flat/308464322/;Красногорск;sale;flat;1;5;1;30.1;5490000;;Речная ;3;Павшино;
do A.S.A.P.;real_estate_agent;https://krasnogorsk.cian.ru/sale/flat/307486811/;Красногорск;sale;flat;19;25;1;36.0;6450000;;бульвар Космонавтов;11;Опалиха;Изумрудные холмы
Отрада Вилладж;representative_developer;https://krasnogorsk.cian.ru/sale/flat/303109014/;Красногорск;sale;flat;3;6;1;37.1;7980594;;;;Аникеевка;Никольский Квартал Отрада ЖК
Ольга Соколова;realtor;https://krasnogorsk.cian.ru/sale/flat/308365503/;Красногорск;sale;flat;21;25;2;64.0;14500000;;Ильинское шоссе;14;Павшино;Ильинский парк
МИЭЛЬ;real_estate_agent;https://krasnogorsk.cian.ru/sale/flat/302997308/;Красногорск;sale;flat;1;5;2;43.0;6300000;;Железнодорожная ;36а;Красногорская;
Отрада Вилладж;representative_developer;https://krasnogorsk.cian.ru/sale/flat/301322377/;Красногорск;sale;flat;6;6;1;32.4;6752698;;;к13;Аникеевка;Никольский Квартал Отрада ЖК
Росэлторг;real_estate_agent;https://krasnogorsk.cian.ru/sale/flat/307785274/;Красногорск;sale;flat;1;8;1;37.4;5832000;; Пришвина;15;Опалиха;Опалиха О3
Century21 Феникс;real_estate_agent;https://krasnogorsk.cian.ru/sale/flat/308426114/;Красногорск;sale;flat;2;5;2;44.0;7300000;;Железнодорожная ;28;Красногорская;
Ай Кью Проекты;real_estate_agent;https://krasnogorsk.cian.ru/sale/flat/293556306/;Красногорск;sale;flat;12;33;1;35.1;8300000;; Липовой Рощи;2к1;Строгино;Sky Sputnik
1-й Город;real_estate_agent;https://krasnogorsk.cian.ru/sale/flat/308311458/;Красногорск;sale;flat;22;25;1;41.0;8200000;;бульвар Космонавтов;4;Опалиха;Изумрудные холмы
Отрада Вилладж;representative_developer;https://krasnogorsk.cian.ru/sale/flat/303108874/;Красногорск;sale;flat;9;9;2;55.2;11445477;;;к13;Аникеевка;Никольский Квартал Отрада ЖК
Этажи Москва;real_estate_agent;https://krasnogorsk.cian.ru/sale/flat/303383668/;Красногорск;sale;flat;16;22;2;73.5;12300000;;бульвар Павшинский;16;Пенягино; Павшинский бульвар, 16
Банк ТРАСТ;real_estate_agent;https://krasnogorsk.cian.ru/sale/flat/306977724/;Красногорск;sale;flat;8;9;1;43.2;6930000;; Пришвина;16;Опалиха;Опалиха О3
Отрада Вилладж;representative_developer;https://krasnogorsk.cian.ru/sale/flat/302020290/;Красногорск;sale;flat;6;9;2;44.9;9645577;;;к12;Аникеевка;Никольский Квартал Отрада ЖК
TimeProperty;real_estate_agent;https://krasnogorsk.cian.ru/sale/flat/307862780/;Красногорск;sale;flat;6;7;2;42.9;24800000;; Согласия;19;Строгино;Парк Рублево
ЕГСН Продажа;real_estate_agent;https://krasnogorsk.cian.ru/sale/flat/303394632/;Красногорск;sale;flat;2;12;1;35.0;6200000;;Железнодорожная ;33;Красногорская;
Отрада Вилладж;representative_developer;https://krasnogorsk.cian.ru/sale/flat/302020365/;Красногорск;sale;flat;6;6;1;37.7;8317600;;;к12;Аникеевка;Никольский Квартал Отрада ЖК
Landis;real_estate_agent;https://krasnogorsk.cian.ru/sale/flat/304426869/;Красногорск;sale;flat;15;44;1;37.0;9300000;; Авангардная;6;Пенягино;ART
Константин Фатеев;realtor;https://krasnogorsk.cian.ru/sale/flat/276647494/;Красногорск;sale;flat;2;5;1;30.0;5750000;;Железнодорожная ;28;Красногорская;
Отрада Вилладж;representative_developer;https://krasnogorsk.cian.ru/sale/flat/306771668/;Красногорск;sale;flat;4;9;1;31.3;7388985;;;к12;Аникеевка;Никольский Квартал Отрада ЖК
Villagio Realty;real_estate_agent;https://krasnogorsk.cian.ru/sale/flat/307705567/;Красногорск;sale;flat;43;45;2;73.2;18000000;; Авангардная;10;Пенягино;ART
Вероника Голентовская;realtor;https://krasnogorsk.cian.ru/sale/flat/307640698/;Красногорск;sale;flat;23;25;2;57.0;9800000;;бульвар Космонавтов;7;Опалиха;Изумрудные холмы
Отрада Вилладж;representative_developer;https://krasnogorsk.cian.ru/sale/flat/299375261/;Красногорск;sale;flat;3;9;2;47.1;6658621;;;к13;Аникеевка;Никольский Квартал Отрада ЖК
Villagio Realty;real_estate_agent;https://krasnogorsk.cian.ru/sale/flat/308331587/;Красногорск;sale;flat;2;18;1;37.8;7400000;; Вилора Трифонова;7;Опалиха;
ID 11175322;homeowner;https://krasnogorsk.cian.ru/sale/flat/307361235/;Красногорск;sale;flat;5;8;2;61.0;7650000;; Алексеевская;3;Аникеевка;Опалиха Парк
Самолет;developer;https://krasnogorsk.cian.ru/sale/flat/308650142/;Красногорск;sale;flat;22;24;2;51.0;15717132;;;к1;Строгино;Квартал Строгино ЖК
На Петровке;real_estate_agent;https://krasnogorsk.cian.ru/sale/flat/308225776/;Красногорск;sale;flat;4;10;2;74.0;20900000;;бульвар Серебряный;1;Опалиха;Серебрица
CENTURY 21 Столичная недвижимость;real_estate_agent;https://krasnogorsk.cian.ru/sale/flat/307855670/;Красногорск;sale;flat;8;16;1;42.5;7990000;;бульвар Космонавтов;1;Опалиха;Изумрудные холмы
СИТИ21;developer;https://krasnogorsk.cian.ru/sale/flat/276781358/;Красногорск;sale;flat;1;6;2;62.9;16611889;;аллея Золотая;1;Опалиха;8 кленов
Эксклюзив Хоум;real_estate_agent;https://krasnogorsk.cian.ru/sale/flat/307063932/;Красногорск;sale;flat;16;30;1;27.6;8499000;; Большая Воскресенская;1;Павшино;Тетрис
МИНИСТЕРСТВО НЕДВИЖИМОСТИ;real_estate_agent;https://krasnogorsk.cian.ru/sale/flat/308827676/;Красногорск;sale;flat;7;17;1;42.0;10199000;;бульвар Красногорский;13к1;Пенягино;
Самолет;developer;https://krasnogorsk.cian.ru/sale/flat/308650113/;Красногорск;sale;flat;13;24;1;32.7;12087915;;;к2;Строгино;Квартал Строгино ЖК
Ай Кью Проекты;real_estate_agent;https://krasnogorsk.cian.ru/sale/flat/307418548/;Красногорск;sale;flat;2;33;1;35.0;9990000;; Липовой Рощи;1к1;Строгино;Sky Sputnik
Садовое кольцо;developer;https://krasnogorsk.cian.ru/sale/flat/308755832/;Красногорск;sale;flat;27;28;2;55.88;14575851;;;к8;Павшино;Тетрис ЖК
Этажи Москва;real_estate_agent;https://krasnogorsk.cian.ru/sale/flat/307068343/;Красногорск;sale;flat;13;45;2;67.6;16900000;; Авангардная;10;Пенягино;ART
ГОРОБМЕН;real_estate_agent;https://krasnogorsk.cian.ru/sale/flat/308191320/;Красногорск;sale;flat;13;24;1;29.0;6099999;;бульвар Космонавтов;17;Опалиха;Изумрудные холмы
СИТИ21;developer;https://krasnogorsk.cian.ru/sale/flat/297604726/;Красногорск;sale;flat;2;6;2;65.0;17335209;;аллея Золотая;1;Опалиха;8 кленов
Брусника Обмен;real_estate_agent;https://krasnogorsk.cian.ru/sale/flat/305966249/;Красногорск;sale;flat;4;6;1;40.5;8640000;;аллея Золотая;4;Опалиха;8 кленов
Людмила Дейнега;realtor;https://krasnogorsk.cian.ru/sale/flat/308203078/;Красногорск;sale;flat;5;5;2;40.0;5999999;; Кирова;21;Красногорская;
СИТИ21;developer;https://krasnogorsk.cian.ru/sale/flat/302743580/;Красногорск;sale;flat;2;6;1;40.4;12112178;;аллея Золотая;1;Опалиха;8 кленов
Century21 Феникс;real_estate_agent;https://krasnogorsk.cian.ru/sale/flat/307971794/;Красногорск;sale;flat;7;9;2;51.0;8600000;; Ленина;51;Красногорская;
Евгений Калын;realtor;https://krasnogorsk.cian.ru/sale/flat/306323345/;Красногорск;sale;flat;12;23;1;44.8;8850000;;Павшинская ;2;Павшино;Павшинский
Отрада Вилладж;representative_developer;https://krasnogorsk.cian.ru/sale/flat/297046513/;Красногорск;sale;flat;1;6;2;51.6;10699033;;;к13;Аникеевка;Никольский Квартал Отрада ЖК
Century21 Феникс;real_estate_agent;https://krasnogorsk.cian.ru/sale/flat/307059348/;Красногорск;sale;flat;15;17;1;38.2;8385000;;бульвар Южный;4;Павшино;
АнВи;real_estate_agent;https://krasnogorsk.cian.ru/sale/flat/297857090/;Красногорск;sale;flat;9;9;1;33.0;6000000;; Ленина;26А;Красногорская;
Отрада Вилладж;representative_developer;https://krasnogorsk.cian.ru/sale/flat/306771579/;Красногорск;sale;flat;5;6;2;45.1;9528840;;;;Аникеевка;Никольский Квартал Отрада ЖК
Century21 Феникс;real_estate_agent;https://krasnogorsk.cian.ru/sale/flat/307235839/;Красногорск;sale;flat;5;17;1;45.6;8300000;;Успенская ;24;Опалиха;
Владис;real_estate_agent;https://krasnogorsk.cian.ru/sale/flat/308366040/;Красногорск;sale;flat;2;3;1;39.0;8500000;; Алябьева;1;Аникеевка;
Отрада Вилладж;representative_developer;https://krasnogorsk.cian.ru/sale/flat/301322363/;Красногорск;sale;flat;7;9;2;54.0;10942193;;;к13;Аникеевка;Никольский Квартал Отрада ЖК
ГОРОДА;real_estate_agent;https://krasnogorsk.cian.ru/sale/flat/307217708/;Красногорск;sale;flat;18;18;1;50.6;11900000;;бульвар Подмосковный;8;Пенягино;
Александра Григорьева;realtor;https://krasnogorsk.cian.ru/sale/flat/308385790/;Красногорск;sale;flat;16;34;1;35.36;7700000;;;21;Строгино;Спутник ЖК
Отрада Вилладж;representative_developer;https://krasnogorsk.cian.ru/sale/flat/300294898/;Красногорск;sale;flat;7;9;1;21.8;4320394;;;к13;Аникеевка;Никольский Квартал Отрада ЖК
Ай Кью Проекты;real_estate_agent;https://krasnogorsk.cian.ru/sale/flat/306909255/;Красногорск;sale;flat;6;32;2;57.5;13200000;; Липовой Рощи;4к4;Строгино;Sky Sputnik
Этажи Москва;real_estate_agent;https://krasnogorsk.cian.ru/sale/flat/308803778/;Красногорск;sale;flat;16;34;1;34.0;7900000;;;к14;Липовая Роща;Спутник ЖК
Садовое кольцо;developer;https://krasnogorsk.cian.ru/sale/flat/308818798/;Красногорск;sale;flat;18;28;2;67.49;16466750;;;к8;Павшино;Тетрис ЖК
WHITE BROKER;real_estate_agent;https://krasnogorsk.cian.ru/sale/flat/307995181/;Красногорск;sale;flat;7;31;1;35.0;8150000;; Ленина;4;Красногорская;
МИЭЛЬ;real_estate_agent;https://krasnogorsk.cian.ru/sale/flat/301256282/;Красногорск;sale;flat;9;25;1;36.6;8498000;; Липовой Рощи;4к3;Липовая Роща;Sky Sputnik
СИТИ21;developer;https://krasnogorsk.cian.ru/sale/flat/269665654/;Красногорск;sale;flat;1;6;2;49.6;14110455;;аллея Золотая;4;Опалиха;8 кленов
Life Drive;real_estate_agent;https://krasnogorsk.cian.ru/sale/flat/308930384/;Красногорск;sale;flat;10;12;1;34.9;9400000;;бульвар Серебряный;1;Опалиха;Серебрица
Самолет Плюс МСК-Север;real_estate_agent;https://krasnogorsk.cian.ru/sale/flat/307425789/;Красногорск;sale;flat;2;5;2;44.0;8000000;;Железнодорожная ;30А;Красногорская;
Самолет;developer;https://krasnogorsk.cian.ru/sale/flat/308656150/;Красногорск;sale;flat;17;32;1;48.23;13813168;;;21;Липовая Роща;Спутник ЖК
Самолет;developer;https://krasnogorsk.cian.ru/sale/flat/308650026/;Красногорск;sale;flat;24;24;2;51.13;19729391;;;к2;Строгино;Квартал Строгино ЖК
ID 66056028;homeowner;https://krasnogorsk.cian.ru/sale/flat/305839859/;Красногорск;sale;flat;4;6;2;45.6;12500000;; Пришвина;9;Опалиха;Опалиха О3
Самолет;developer;https://krasnogorsk.cian.ru/sale/flat/308656172/;Красногорск;sale;flat;19;30;2;61.47;18137154;;;20;Липовая Роща;Спутник ЖК
Самолет;developer;https://krasnogorsk.cian.ru/sale/flat/308912388/;Красногорск;sale;flat;23;24;1;43.0;14225604;;;к1;Строгино;Квартал Строгино ЖК
ID 12832059;unknown;https://krasnogorsk.cian.ru/sale/flat/307625626/;Красногорск;sale;flat;29;30;2;58.2;13400000;;бульвар Красногорский;23к1;Волоколамская;Спасский Мост
Садовое кольцо;developer;https://krasnogorsk.cian.ru/sale/flat/308893231/;Красногорск;sale;flat;24;28;1;37.78;11591320;;;к8;Павшино;Тетрис ЖК
МЕЗОН;real_estate_agent;https://krasnogorsk.cian.ru/sale/flat/303275420/;Красногорск;sale;flat;9;17;2;73.9;13750000;;бульвар Павшинский;6;Пенягино;Павшинская пойма мкрн. 4
Самолет;developer;https://krasnogorsk.cian.ru/sale/flat/308912384/;Красногорск;sale;flat;23;24;2;50.3;15740832;;;к1;Строгино;Квартал Строгино ЖК
Ай Кью Проекты;real_estate_agent;https://krasnogorsk.cian.ru/sale/flat/307753376/;Красногорск;sale;flat;22;28;2;43.6;15200000;;;20;Строгино;Спутник ЖК
Самолет;developer;https://krasnogorsk.cian.ru/sale/flat/308912396/;Красногорск;sale;flat;17;24;1;31.6;11736272;;;к1;Строгино;Квартал Строгино ЖК
Алексей Спицын;realtor;https://krasnogorsk.cian.ru/sale/flat/307026837/;Красногорск;sale;flat;20;32;2;65.0;15700000;; Липовой Рощи;2к1;Строгино;Sky Sputnik
Садовое кольцо;developer;https://krasnogorsk.cian.ru/sale/flat/308893200/;Красногорск;sale;flat;7;28;2;62.26;15128931;;;к8;Павшино;Тетрис ЖК
ID 11088789;realtor;https://krasnogorsk.cian.ru/sale/flat/296955996/;Красногорск;sale;flat;1;5;1;31.1;5150000;; Благовещенская;6;Аникеевка;
Садовое кольцо;developer;https://krasnogorsk.cian.ru/sale/flat/308893222/;Красногорск;sale;flat;26;28;1;39.71;11681411;;;к8;Павшино;Тетрис ЖК
Росэлторг;real_estate_agent;https://krasnogorsk.cian.ru/sale/flat/307785278/;Красногорск;sale;flat;1;8;1;40.0;6156000;; Пришвина;15;Опалиха;Опалиха О3
Самолет;developer;https://krasnogorsk.cian.ru/sale/flat/308912323/;Красногорск;sale;flat;13;24;1;38.14;13675745;;;к2;Строгино;Квартал Строгино ЖК
ID 51619208;homeowner;https://krasnogorsk.cian.ru/sale/flat/307829824/;Красногорск;sale;flat;1;5;1;31.0;6300000;;переулок Оптический;6;Павшино;
Самолет;developer;https://krasnogorsk.cian.ru/sale/flat/308912391/;Красногорск;sale;flat;2;24;1;35.5;11939644;;;к1;Строгино;Квартал Строгино ЖК
ID 111963187;homeowner;https://krasnogorsk.cian.ru/sale/flat/308351724/;Красногорск;sale;flat;7;8;1;49.5;6400000;; Алексеевская;3;Аникеевка;Опалиха Парк
Самолет;developer;https://krasnogorsk.cian.ru/sale/flat/308912315/;Красногорск;sale;flat;2;24;1;41.51;15152976;;;к2;Строгино;Квартал Строгино ЖК
ID 23676994;homeowner;https://krasnogorsk.cian.ru/sale/flat/308209550/;Красногорск;sale;flat;2;27;1;32.0;7000000;;бульвар Космонавтов;12;Опалиха;Изумрудные холмы
Самолет;developer;https://krasnogorsk.cian.ru/sale/flat/308912311/;Красногорск;sale;flat;21;24;2;54.7;15370591;;;к2;Строгино;Квартал Строгино ЖК
ID 204410;unknown;https://krasnogorsk.cian.ru/sale/flat/308477602/;Красногорск;sale;flat;14;18;1;43.0;7150000;;Успенская ;32;Опалиха;
Самолет;developer;https://krasnogorsk.cian.ru/sale/flat/308912313/;Красногорск;sale;flat;23;24;1;44.39;15294042;;;к2;Строгино;Квартал Строгино ЖК
ID 104962112;homeowner;https://krasnogorsk.cian.ru/sale/flat/307719671/;Красногорск;sale;flat;2;5;2;44.0;7300000;;Железнодорожная ;28;Красногорская;
Садовое кольцо;developer;https://krasnogorsk.cian.ru/sale/flat/308893204/;Красногорск;sale;flat;16;28;1;43.41;11952553;;;к8;Павшино;Тетрис ЖК
ID 237000;homeowner;https://krasnogorsk.cian.ru/sale/flat/308719750/;Красногорск;sale;flat;12;16;1;39.8;7350000;; Вилора Трифонова;4;Опалиха;
Садовое кольцо;developer;https://krasnogorsk.cian.ru/sale/flat/304049886/;Красногорск;sale;flat;20;25;2;54.0;16802208;;;к6;Павшино;М 5 ЖК
Татьяна Юрьевна Пономарева;realtor;https://krasnogorsk.cian.ru/sale/flat/308514734/;Красногорск;sale;flat;9;26;1;44.3;11000000;; Игоря Мерлушкина;1;Опалиха;Изумрудные холмы
Отрада Вилладж;representative_developer;https://krasnogorsk.cian.ru/sale/flat/297046478/;Красногорск;sale;flat;9;9;1;40.8;8459700;;;к13;Аникеевка;Никольский Квартал Отрада ЖК
ID 450578;realtor;https://krasnogorsk.cian.ru/sale/flat/307931405/;Красногорск;sale;flat;15;17;1;40.4;11000000;; Спасская;8;Пенягино;
Самолет;developer;https://krasnogorsk.cian.ru/sale/flat/308656126/;Красногорск;sale;flat;22;32;1;43.03;13501136;;;19;Строгино;Спутник ЖК
ID 88933721;homeowner;https://krasnogorsk.cian.ru/sale/flat/308851041/;Красногорск;sale;flat;2;20;1;49.0;11100000;;бульвар Подмосковный;12;Пенягино;Павшинская пойма мкр. 2
Садовое кольцо;developer;https://krasnogorsk.cian.ru/sale/flat/304049830/;Красногорск;sale;flat;22;28;2;65.64;18507986;;;к8;Павшино;Тетрис ЖК
ID 74210151;unknown;https://krasnogorsk.cian.ru/sale/flat/306701521/;Красногорск;sale;flat;17;17;2;52.0;11150000;;бульвар Ильинский;2;Пенягино;
Садовое кольцо;developer;https://krasnogorsk.cian.ru/sale/flat/304049832/;Красногорск;sale;flat;22;28;2;50.24;15831478;;;к8;Павшино;Тетрис ЖК
ГОРОДА;real_estate_agent;https://krasnogorsk.cian.ru/sale/flat/307207460/;Красногорск;sale;flat;2;22;1;53.3;11150000;;бульвар Красногорский;21;Липовая Роща;Павшинская пойма мкр. 2
СИТИ21;developer;https://krasnogorsk.cian.ru/sale/flat/302743574/;Красногорск;sale;flat;3;6;2;50.0;13185712;;аллея Золотая;1;Опалиха;8 кленов
Дарья Савченко;realtor;https://krasnogorsk.cian.ru/sale/flat/307813853/;Красногорск;sale;flat;15;23;1;41.6;11300000;; Спасская;1к2;Пенягино;Спасский Мост
Самолет;developer;https://krasnogorsk.cian.ru/sale/flat/308656170/;Красногорск;sale;flat;2;30;2;63.82;23225334;;;20;Липовая Роща;Спутник ЖК
ID 30271386;realtor;https://krasnogorsk.cian.ru/sale/flat/307798592/;Красногорск;sale;flat;10;17;1;42.3;11300000;;бульвар Красногорский;19;Мякинино;
Отрада Вилладж;representative_developer;https://krasnogorsk.cian.ru/sale/flat/306771639/;Красногорск;sale;flat;7;9;2;52.0;10784199;;;;Аникеевка;Никольский Квартал Отрада ЖК
ГОРОДА;real_estate_agent;https://krasnogorsk.cian.ru/sale/flat/307091839/;Красногорск;sale;flat;24;25;1;35.6;11500000;; Молодежная;4;Пенягино;Молодежный (Красногорск)
СИТИ21;developer;https://krasnogorsk.cian.ru/sale/flat/302743510/;Красногорск;sale;flat;4;6;2;62.0;15999718;;аллея Золотая;4;Опалиха;8 кленов
ID 297613;unknown;https://krasnogorsk.cian.ru/sale/flat/304307834/;Красногорск;sale;flat;15;19;2;51.4;11890000;;Парковая ;8;Павшино;Парковые Аллеи
Отрада Вилладж;representative_developer;https://krasnogorsk.cian.ru/sale/flat/306771965/;Красногорск;sale;flat;6;9;1;31.3;6339335;;;;Аникеевка;Никольский Квартал Отрада ЖК
ССК Риэлти;real_estate_agent;https://krasnogorsk.cian.ru/sale/flat/298701771/;Красногорск;sale;flat;23;24;2;62.8;11900000;; Игоря Мерлушкина;12;Опалиха;Изумрудные холмы
Садовое кольцо;developer;https://krasnogorsk.cian.ru/sale/flat/307229990/;Красногорск;sale;flat;14;25;1;45.39;13181165;;;к5;Павшино;М 5 ЖК
ГОРОДА;real_estate_agent;https://krasnogorsk.cian.ru/sale/flat/307823126/;Красногорск;sale;flat;41;46;1;40.0;12000000;; Авангардная;4;Пенягино;ART
Садовое кольцо;developer;https://krasnogorsk.cian.ru/sale/flat/305408691/;Красногорск;sale;flat;23;28;2;59.42;19563797;;;к8;Павшино;Тетрис ЖК
Татьяна Алексеевна;realtor;https://krasnogorsk.cian.ru/sale/flat/308816285/;Красногорск;sale;flat;14;25;1;33.0;12150000;;бульвар Красногорский;24;Мякинино;Павшинская пойма мкрн. 4
СИТИ21;developer;https://krasnogorsk.cian.ru/sale/flat/300437236/;Красногорск;sale;flat;1;6;1;47.3;12462793;;аллея Золотая;4;Опалиха;8 кленов
ГОРОДА;real_estate_agent;https://krasnogorsk.cian.ru/sale/flat/307715377/;Красногорск;sale;flat;18;25;1;40.0;12200000;;бульвар Красногорский;26;Липовая Роща;Павшинская пойма мкрн. 4
Отрада Вилладж;representative_developer;https://krasnogorsk.cian.ru/sale/flat/306771713/;Красногорск;sale;flat;1;6;1;40.1;7708038;;;к12;Аникеевка;Никольский Квартал Отрада ЖК
ID 23676994;homeowner;https://krasnogorsk.cian.ru/sale/flat/308204920/;Красногорск;sale;flat;5;26;2;57.0;12500000;;бульвар Космонавтов;11;Опалиха;Изумрудные холмы
Екатерина Пестерева;realtor;https://krasnogorsk.cian.ru/sale/flat/308491586/;Красногорск;sale;flat;6;8;2;60.9;43000000;; Согласия;19;Мякинино;Парк Рублево
Андрей Бойчун;realtor;https://krasnogorsk.cian.ru/sale/flat/307948709/;Красногорск;sale;flat;2;5;2;45.0;6900000;;Железнодорожная ;6;Павшино;
ГОРОДА;real_estate_agent;https://krasnogorsk.cian.ru/sale/flat/303485031/;Красногорск;sale;flat;8;17;1;48.1;8700000;;Успенская ;24;Опалиха;
Алексей Булатников;realtor;https://krasnogorsk.cian.ru/sale/flat/301832219/;Красногорск;sale;flat;14;17;2;51.3;9650000;; Ленина;42;Опалиха;
ГОРОДА;real_estate_agent;https://krasnogorsk.cian.ru/sale/flat/303485175/;Красногорск;sale;flat;8;26;1;36.9;7500000;; Игоря Мерлушкина;2;Опалиха;Изумрудные холмы
Андрей Березовский;realtor;https://krasnogorsk.cian.ru/sale/flat/306145449/;Красногорск;sale;flat;2;10;2;51.7;9900000;; Дежнева;9;Опалиха;
Татьяна Алексеевна;realtor;https://krasnogorsk.cian.ru/sale/flat/308815732/;Красногорск;sale;flat;2;19;2;40.0;15650000;;бульвар Красногорский;23к3;Мякинино;Спасский Мост
1ДАН Недвижимость;real_estate_agent;https://krasnogorsk.cian.ru/sale/flat/308884443/;Красногорск;sale;flat;13;17;1;45.1;10600000;; Спасская;1к2;Пенягино;Спасский Мост
ГОРОДА;real_estate_agent;https://krasnogorsk.cian.ru/sale/flat/307423468/;Красногорск;sale;flat;24;25;1;28.1;8500000;;бульвар Космонавтов;12;Опалиха;Изумрудные холмы
Фарид Султанов;realtor;https://krasnogorsk.cian.ru/sale/flat/304086276/;Красногорск;sale;flat;2;2;1;30.8;6500000;; Мира;20;Опалиха;
Садовое кольцо;developer;https://krasnogorsk.cian.ru/sale/flat/308893233/;Красногорск;sale;flat;24;28;2;54.43;15156850;;;к8;Павшино;Тетрис ЖК
ID 208669;realtor;https://krasnogorsk.cian.ru/sale/flat/308804485/;Красногорск;sale;flat;4;8;1;33.0;7999000;; Пришвина;2;Опалиха;Опалиха О3
Садовое кольцо;developer;https://krasnogorsk.cian.ru/sale/flat/304049909/;Красногорск;sale;flat;11;25;1;47.65;13570482;;;к5;Павшино;М 5 ЖК
ID 13241598;realtor;https://krasnogorsk.cian.ru/sale/flat/307110696/;Красногорск;sale;flat;20;25;1;44.3;8300000;; Игоря Мерлушкина;3;Опалиха;Изумрудные холмы
Олеся Шебанова;realtor;https://krasnogorsk.cian.ru/sale/flat/303958923/;Красногорск;sale;flat;9;9;1;34.0;7000000;; Ленина;17;Павшино;
